title,lyric,label
있다 없으니까 (Gone Not Around Any Longer),이렇게 쉽게  /이별할 줄 몰랐어  /눈물이 멈추지 않아  /내 욕실에  /칫솔이 있다 없다 /네 진한 향기가  /있다 없다 /널 사랑했다고  /말하고 싶은데  /니 전화기는  /없는 번호로 나와 /액자 속에  /사진이 있다 없다 /빠진 머리카락이  /있다 없다 /아무 생각 없이  /길을 걷는데 /자꾸 눈물이 나와 /니가 있다 없으니까  /숨을 쉴 수 없어 /곁에 없으니까  /머물 수도 없어  /나는 죽어가는데  /너는 지금 없는데  /없는데 없는데 없는데/니가 있다 없으니까 /웃을 수가 없어/곁에 없으니까 /망가져만 가는 /내 모습이/너무 싫어 난 난 /이제 기댈 곳 조차 없어/왜 이리 난 또 바보같이 /하루가 멀게 시들어가지/빛을 잃은 꽃처럼 /그댈 잃어버린 난 그저/아프다 아프다는 말 뿐야 /슬프다 나혼자 /오늘밤도 울다 잠든다/술에 취해 비틀거릴 /내 모습이 싫잖아/싸우고 싶어도 /싸울 수 조차 없잖아/니가 없으니까 /니가 없으니까 /어디에다 말할 곳 /조차 없잖아 난 /니가 있다 없으니까 /숨을 쉴 수 없어/곁에 없으니까 /머물 수도 없어 /나는 죽어가는데 /너는 지금 없는데 /없는데 없는데 없는데/니가 있다 없으니까 /웃을 수가 없어/곁에 없으니까 /망가져만 가는 /내 모습이/너무 싫어 난 난 /이제 기댈 곳 조차 없어/니가 니가 니가 없으니까 /돌아와줘 /,sadness
사랑하길 정말 잘했어요,자꾸 멀어져만 가네요/괜한 욕심은 발걸음을 /멈춰 보지만/헤어질 수 밖엔 없는데/이런 내 맘은 그댈 잡죠/많이 사랑했는데 정말 좋았는데/지난 추억이 날 붙잡고 /놓질 않아요/사랑하길 정말 잘했어요 /그댈 만난 건/나를 살아있게 만드는 /운명과도 같았죠/우리 다시 사랑할 때까지/그댈 기다릴게요/좋은 기억만 행복했던 /추억만 가져가요/생각이나 날까요 기억은 /할까요/그대 내 손에 쥐어주던 /편지들까지/사랑하길 정말 잘했어요 /그댈 만난 건/나를 살아있게 만드는 /운명과도 같았죠/우리 다시 사랑할 때까지/그댈 기다릴게요/좋은 기억만 행복했던 /추억만 가져가요/셀 수없이 많은 날이 지나 /그리워하죠/나의 눈물만큼 커져 가네요/하루에도 수 백번씩 그대 /이름 불러요/그대 기억 안에 멈춰버리죠/사랑하지 말걸 그랬어요/그댈 만난 건/눈물로 지샐 또 하루를/선물 받은 것 같죠/내가 살아가는 동안 만이라도/기다릴게요/다시 만나면 끝내 못했던 그말/사랑해요/,sadness
사랑..그 놈,늘 혼자 사랑하고 혼자 이별하고/늘 혼자 추억하고 혼자 무너지고/사랑이란 놈 그 놈 앞에서/언제나 난 늘 빈털털일뿐/늘 혼자 외면하고 혼자 후회하고/늘 휘청거리면서 아닌 척을 하고/사랑이란 놈 그 놈 앞에서/언제나 난 늘 웃음거릴뿐/사랑해 널 사랑해/불러도 대답 없는 멜로디/가슴이 멍들고 맘에 눈은 멀어도/다시 또 발길은 그 자리로/사랑해 또 사랑해/제 멋대로 왔다가/자기 맘대로 떠나간다/왔을때 처럼/아무말도 없이 떠나간다/늘 기억땜에 살고 추억에 울어도/늘 너를 잊었다고 거짓말을 해도/숨을 삼키듯 맘을 삼키고/그저 웃으며 손을 흔든다/사랑해 널 사랑해/목이 메여 불러도/너는 듣지 못할 그 한마디/고개 떨구며 사랑/앞에 난 또 서있다/사랑해 널 사랑해/제 멋대로 왔다가/자기 마음대로 떠나가고/왔을때 처럼/아무말도 없이 떠나가도/모른척 해도 날 잊는대도/사랑은 다시 또 온다/그래 아직 내 가슴은 믿는다/사랑 사랑은 다시 또 온다/,sadness
Forever,사랑했던 너를 잊지 못해. /부디 너를 다시 볼수 있다면. /기다릴 수 있어. /잠시 멀리 있는 거야. /안녕.슬픈 우리 사랑. /삶이 끝나는 날까지 남아서 /눈물이 된다는. /마지막 고백 지울순 없겠지. /너의 사랑만이 이세상에서 /살아가는 이유였는데. /돌아와줘.이제라도 사랑 할수 있게. /영원히. //사랑했던 너를 잊지 못해. /부디 너를 다시 볼수 있다면. /기다릴 수 있어. /잠시 멀리 있는 거야. /안녕.슬픈 우리 사랑. /삶이 끝나는 날까지 남아서 /눈물이 된다는. /마지막 고백 지울순 없겠지. /너의 사랑만이 이세상에서 /살아가는 이유였는데. /돌아와줘.이제라도 사랑 할수 있게. /너의 사랑만이 이세상에서 /살아가는 이유였는데 /돌아와줘.이제라도 사랑 할수 있게. /영원히.//,sadness
그리움,난 살아야 되는데 그대 없이라도/얼마나 지나야 그럴 마음이 생길까요/ /난 참아야 되는데 자꾸 눈물이 나 /얼마나 흘러야 이 눈물 마를 수 있나요/?/ 그리워 그리워 바보처럼/그댈 잃고서 하루종일 혼잣말하죠 /이젠 습관이 돼 나도 어쩔수 없는걸요?//사랑해 사랑해 어떻하죠/잊겠다는 말 도저히 난 안될것 같아 /난 어쩌면 그댈 놓는 순간이 /마지막일 것 같아/?/나 버릇이 생겼죠 /작은 발소리에 혹시 하는 마음에 /그대 이름을 자꾸 불러봐요/?/아니죠 아니죠 바보처럼/이젠 내곁에 다시 올 수 없는 그댄데 /미안해요 그댈 보낸 후에 난 매일 이래요 /하루가 하루가 참 기네요 /너무 아파서 세월에 그댈 보내어도 /그것마저 내겐 너무 어려운 /일인것만 같네요 //오늘도 넋이 나간것처럼 /먼 하늘만 바라보고 있겠죠/ /그리워 그리워 바보처럼/그댈 잃고서 하루종일 혼자 울어요 /이젠 습관이 돼 나도 어쩔수 없는걸요 //잊겠다는 말 도저히 난 안될것 같아 /난 어쩌면 그댈 놓는 순간이 /마지막인것 같아 -/,sadness
돌아와,이렇듯 사랑했나요/그렇게 돌아서나요/그대를 사랑해 사랑해/사랑한 죄 밖에 없는 나/왜이리 슬픔에/슬픔을 안긴 채 그대는/또 그렇게 떠나나요/가지마 가지마 가지마 가지마/가지마 가지마 가지마 가지마/가지마 가지마 가지마 제발/어젠 그대와/마지막을 정리하면서/혼자 돌아오던 날/내겐 가장 슬픈 날/너무 울어 얼굴이 젖어도/그대 그대/그리고 오늘/그대가 없는 방 한구석에/그대 사진과 그대의 기억으로/슬픈건 어제와 오늘도/그렇게 그렇게 떠나고/가지마 가지마 가지마 가지마/가지마 가지마 가지마 가지마/가지마 가지마 가지마 제발//돌아와 돌아와 돌아와 돌아와/돌아와 돌아와 돌아와 돌아와/돌아와 돌아와 돌아와 제발/사랑은 쉽게 포기할 수 있고/눈물 없이 뒤돌아 서면/잘 있으라 말 한마디도/없었던 너 떠나가고/그리고 그대/그대가 없는 이 세상 속에/버려진 건걸 내 모습 처량하게/슬픈게 어제와 오늘로/그렇게 그렇게 흘러가고/가지마 가지마 가지마 가지마/가지마 가지마 가지마 가지마/가지마 가지마 가지마 제발/그대만큼 나도 슬퍼요/하지만/,sadness
울어,마중나온다고 했잖아 그런데/왜 아무 소식도 왜 없는거야/지난날들 나와 함께했던 넌데/돌아온다는 약속도 잊어버린걸까/너무 너무 잔인해도 지쳐버린/마음에 녹슬은 가슴에/내가 벙어리가 됐어 처음으로/너를 잃고 돌아서 가는 길/잘못된 가슴으로 멀리도 가는길/잠시라도 보고만 싶은데/떠나가면 죽을지도 살지도 못할거라/생각을 하지만 발걸음을 억지로 떼어/눈물나오는데 왜 자꾸만/어리석게 자꾸 너만 불러/울어 니가 미워서 울어/나를 떠나서 울어 너 때문에 생활이/안돼 미안해 가지마 절대 떠나지마/울어 울어 울어서 한참을 살 수있다면/그냥 울어 너만 돌아와주면/다시 내게 오면 안울께/추억 그게 우습지 이제와 소용없잖아/너 떠난뒤에 이 빈자리가 채워지지않아/그래도 떠올려 생각해보면 좋아서/위로라도되니 추억인가보다/깊은밤 내 어깨에 잠든 니 향기에/취해 잠들었던 지난기억/울어 니가 미워서 울어/나를 떠나서 또 울어 너 때문에/생활이 안돼 미안해 가지마 절대/떠나지마 울어 울어 울어서/한참을 살 수있다면 그냥 울어/너만 돌아와주면 다시 내게오면 안울께/너 없이는 단 하루라도 못살잖아/그걸 알면서 내가 죽는다는걸 알면서/왜 날 버려 나를 이렇게 못살게/울어 내가 못나서 울어 잡지못해서/울어 망가졌어 영원히 안돼/아파요 제발 가지마 사랑해/울어 울어 울어서 한참을 살수있다면/그냥 울어 너만 돌아와주면/다시 내게 오면 안울께/ /,sadness
거짓말,미안해 /난 니가 싫어졌어 우리 /이만 헤어져 /다른 여자가 생겼어 너보다 /훨씬 좋은 /실망하지는 마 나 원래 이런 /놈이니까 /제발 더 이상 귀찮게 하지마 /그래 이래야 했어 이래야만 /했어 거짓말을 했어 /내가 내가 결국 너를 /울리고 말았어 /하지만 내가 이래야만 /나를 향한 /너의 마음을 모두 정리할 /수 있을 거라고 생각한/내 맘을 내 결정을 어쩔 /수 없음을/이렇게 하지 않으면 니가 /날 떠나지 않을 것임을/알기에 너무나도 잘 알기에 /어쩔 수 없어 널 속일게 /미안해 널 울릴게 /잘 가 가지마 행복해 떠나지마 /나를 잊어줘 잊고 살아가줘 /나를 잊지마 /나는 그래 나는 괜찮아 아프잖아 /내 걱정은 하지 말고 떠나가 /제발 가지마 /왜 자꾸 날 따라와 싫다고 /했잖아/다른 여자가 생겼다고 몇 번 /말했잖아 /너 자꾸 이러면 나 이제 정말 /화낼거야/제발 너도 다른 사랑 찾아 /왜 자꾸 이러니 왜 자꾸 날 /힘들게 하니 /니가 자꾸 이러면 내가 널 /떠나 보내기가 힘들잖니 /내가 어디가 좋니 이렇게 /매일 고생만 시키잖니 /그리고 너 정도면 훨씬 좋은 /남자 얼마든지 /사귈 수 있잖니 싫어 싫어 /정신 차려 바보야 정신 차려 제발/다시 한번 말하지만 나는 이제 /니가 정말 싫어 /그러니 제발 돌아가 제발 저리가 /난 니가 싫어 니가 정말 싫어 /잘 가 가지마 행복해 떠나지마/나를 잊어줘 잊고 살아가줘 /나를 잊지마 /나는 그래 나는 괜찮아 아프잖아 /내 걱정은 하지 말고 떠나가 /제발 가지마/잘 가 가지마 행복해 떠나지마/나를 잊어줘 잊고 살아가줘 /나를 잊지마 /나는 그래 나는 괜찮아 아프잖아 /내 걱정은 하지 말고 떠나가 /제발 제발 가지마/잘가 행복해 /나를 잊어줘 잊고 살아가줘 /나를 잊으면 안돼 /나는 그래 나는 괜찮아 아프잖아 /내 걱정은 하지 말고 떠나가 /,sadness
피아노(彼願?),사랑이 이젠 잊으라네요 /붙잡아도 소용없대요 /시간이 지나가면 편해진다고 /잊으래요 내 맘 가져놓고 /살아갈 날은 아직 길다고 /자기 땜에 울지 말래요 /그렇게 모진 모습 처음이기에 /가지말란 말도 못하네요 /내 사랑 지켜만 봐도 안될까요 /아파져도 난 그대를 사랑해요 /이렇게 나 영원히 삶이 다해도 /나 그댈 위해 늘 기도할게요 /그대를 미워해도 되겠죠 /아픈만큼 사랑한만큼 /가끔은 불행하라 빌지 몰라요 /생각나서 애써 지우려고 /내 사랑 지켜만 봐도 안될까요 /아파져도 난 그대를 사랑해요 /이렇게 나 영원히 삶이 다해도 /나 그댈위해 늘 기도 할거에요 /내 사랑 잊기엔 멀리 왔나봐요 /안될 것 같아 잊으라 말아요 /저 하늘이 정해준 사람을 따라 /그대는 떠나가지만 바라볼래요 /세상앞에 남보다도 더 못한/사람으로 남아도/누구보다 더 그댈 사랑해요/,sadness
Change,알아 너의 그 표정은/마지막 말을 찾는 거야/정말 내일부터/갑자기 볼 수 없게 되면 /얼마나 아파할까/잘가 참 너를 아꼈어/너의 안에서 행복했어/그 어떤 누구도/널 좋아했었던 그 만큼 /다신 힘들것같아/멀리 떨어진 시간속에/잊혀질 지 모르지만/믿기로 해 삶은 우릴 위해 /뭔가 남긴다고/웃으며 떠나는 거야/만나는 그 날까지 여기 있을께/내겐 니가 살고 있는 이 곳보다도/더 좋은 세상은 없으니까/멀리 떨어진 시간속에/잊혀질 지 모르지만/믿기로 해 삶은 우릴 위해 /뭔가 남긴다고/웃으며 떠나는 거야/만나는 그 날까지 여기 있을께/내겐 니가 살고 있는 이 곳보다도/더 좋은 세상은 없으니까/웃으며 떠나는 거야/만나는 그 날까지 여기 있을께/내겐 니가 살고 있는 이 곳보다도/더 좋은 세상은 없으니까/,sadness
여자이니까,도대체 알 수가 없어/남자들의 마음/원할 땐 언제고/다 주니 이젠 떠난대/이런적 처음이라고/너는 특별하다는/그 말을 믿었어/내겐 행복이었어/말을 하지 그랬어/내가 싫어졌다고/눈치가 없는 난/늘 보채기만 했어/너를 욕하면서도/많이 그리울거야/사랑이 전부인/나는 여자이니까/모든걸 쉽게 다 주면/금방 싫증내는게/남자라 들었어/틀린 말 같진 않아/다시는 속지 않으리/마음먹어 보지만/또다시 사랑에/무너지는게 여자야/말을 하지 그랬어/내가 싫어졌다고/눈치가 없는 난/늘 보채기만 했어/너를 욕하면서도/많이 그리울거야/사랑이 전부인/나는 여자이니까/오늘 우린 헤어졌어/부디 행복하라고/너보다 좋은 사람/만나길 바란다고/너도 다른 남자랑 똑같애/날 사랑한다 말할땐 언제고/솔직히 나/네가 잘 되는거 싫어/나보다 예쁜 여자 만나/행복하게 잘 살면 어떡해/그러다 날 정말/잊어버리면 어떡해/난 이렇게 힘든데/힘들어 죽겠는데/아직도 널 너무 사랑하는데/사랑을 위해서라면/모든 다 할 수 있는/여자의 착한 본능을/이용하지는 말아줘/한 여자로 태어나/사랑받고 사는게/이렇게 힘들고/어려울 줄 몰랐어/너를 욕하면서도/많이 그리울거야/사랑이 전부인/나는 여자이니까/너를 욕하면서도/많이 그리울거야/사랑이 전부인/나는 여자이니까/ /,sadness
잊지 말아요,우리 서로 사랑했는데//우리 이제 헤어지네요//같은 하늘 다른 곳에 있어도//부디 나를 잊지 말아요//차가운 바람이 손끝에 스치면//들려오는 그대 웃음소리//내 얼굴 비치던 그대 두눈이//그리워 외로워 울고 또 울어요//입술이 굳어버려서//말하지 못했던 그 말//우리 서로 사랑했는데//우리 이제 헤어지네요//같은 하늘 다른 곳에 있어도//부디 나를 잊지 말아요////눈물이 입을 가려서//말하지 못했던 그 말//우리 서로 사랑했는데//우리 이제 헤어지네요//같은 하늘 다른 곳에 있어도//부디 나를 잊지 말아요//혹시 알고 있나요//뒤돌아서 가슴 쥐고//그댈 보내주던 그 사람//그 사람이 바로 나에요//그 사람을 사랑해줘요//같은 하늘 다른 곳에 있어도//언젠가는 돌아와줘요//우리 서로 사랑했는데//우리 이제 헤어지네요//같은 하늘 다른 곳에 있어도//부디 나를 잊지 말아요//부디 나를 잊지 말아요// ////,sadness
이별남녀 (With 서인국),반년이 지나고 나서야 난/니 번호를 어렵게 지웠는데 /한 달도 채 안돼서 넌/또 다른 사랑을 시작했어/우리는 뜨겁지도 /차갑지도 않았어/그런 벼랑 끝에 우린 /헤어진게 당연한 얘기/누가 잘못해서가 아냐/낮과 밤이 지나듯/사랑도 변했다고/날 위로해도/공평하지가 않아/우린 같은 사랑을 했었는데/같은 이별을 했는데/왜 나만 아파/친구로 시작했던 우리 /친구보다 못한 사이가 됐어/사랑은 뜨겁지도 /차갑지도 않았어/슬픈 결말 끝에 /우린 마주보며 서있던 거야/누가 잘못해서가 아냐/낮과 밤이 지나듯/사랑도 변했다고/날 위로해도/공평하지가 않아/우린 같은 사랑을 했었는데/같은 이별을 했는데/왜 나만 아파/나쁜 꿈을 꾸고 있어 /혼자 사랑하고 이별 했나봐/날 깨워줘 /사랑은 악몽일 뿐/내가 잘못한게 맞나봐/모두 내 잘못 같아/네게 못해준 것만/자꾸 떠올라/아직도 눈물이나/우린 정말 사랑을 했었는데/영원할 줄 알았는데/넌 가버렸어/공평하지가 않아/우린 같은 사랑을 했었는데/같은 이별을 했는데/왜 나만 아파/감정이 없는 사람처럼 난/사랑을 못해 두려워 난/이젠 /,sadness
우리 그만 아프자,울지 말고 아프지 말고/건강하게 잘 지내야해/행복해야해/힘들다고 어린애처럼/자꾸 울며 전화하던 너/나 다 이해해/진작에 보내줄껄/상처만 줬어/너하나만 고집부린걸 용서해줄래/널 만나 후회없이 사랑하고/널 만나 후회없이 이별하고/새살돋듯 아픔도 추억이 되고/이런 모든게 서글프고 쓸쓸해서/사는게 힘들다고 하는가봐/우리 그만 아프자/그러자 우리//힘들어서 참다 지쳐서/목소리만 듣고 끊어도/이해해줄래/그동안 고마웠어/살면서 말야/너하나만 고집부린걸/잘한 일 같아/널 만나 후회없이 사랑하고/널 만나 후회없이 이별하고/새살돋듯 아픔도 추억이 되고/이런 모든게 서글프고 쓸쓸해서/사는게 힘들다고 하는가봐/우리 그만 아프자/사랑해 나도/한번만 안아봐도 괜찮겠니/괜찮겠니/한번만 입맞춰도 괜찮겠니/상처준거 아픈거 나한테 다 줘/우리 서로를 잊지못해 방황하는/바보는 되지말자 약속해줘/우리 그만 아프자/그러자 우리/ /,sadness
Without You,그대 향기 없인 숨을 쉴 수 조차 없는데 /그대 숨결 없인 잠을 잘 수 조차 없는데 /그대 눈빛 없인 앞을 볼 수 조차 없는데 /아무말 없이 그저 멀리 날 떠났어 //그대 손길이면 다시 일어날 수 있는데 /그대 한마디면 또 다시 웃을 수 있는데 /그대 입맞춤에 다시 깨어날 수 있는데 /떠난 그댈 이젠 다신 볼 수 가 없어 //다른 사람이 생긴건지 내가 싫어진건지 /돌아올거라 믿고있어 예- 널 기다리고 있어 /I`m still here waiting for you //내겐 오직 너 하나뿐인데 (너 하나뿐인데) /나 죽어도 너 밖에 없는데 (너 밖에 없는데) /이런 날 두고 가야하는 건지 /Tell me why why baby //많은 걸 바라지도 않는데 (바라지 않는데) /그저 곁에만 있어주면 돼 예-/이런 날 두고 떠나야만 하니 /Tell me why why /I just can`t live without you //그대와 내가 함께 걸었던 이 밤 거리들 /그대가 나를 위해 써준 수많은 편지들 /여전히 웃고있는 사진 속 니 모습 /그대가 없어 너무 초라해진 내 모습 //그대가 즐겨 부르던 슬픈 사랑 노래들 /그대와 같이 바라보던 저 하늘 저 별들 /그대가 그리 좋아하던 차가운 이 비는 /하염없이 내려와 이 맘을 적시네 //정말 이대로 끝난건지 널 잊어야 하는지 /아직까지 난 여기서 널 기다리고 있어 /I`m still here waiting for you //내겐 오직 너 하나뿐인데 (너 하나뿐인데) /나 죽어도 너 밖에 없는데 (너 밖에 없는데) /이런 날 두고 가야하는 건지 /Tell me why why baby //많은 걸 바라지도 않는데 (바라지 않는데) /그저 곁에만 있어주면 돼 예-/이런 날 두고 떠나야만 하니 /Tell me why why /I just can`t live without you //텅빈 내 마음속엔 한숨만이 /채워지지 않을 빈자리만이 /갑자기 왜 떠나간거니 /내 생각은 가끔이나 하니 //널 미워하진 않아 사랑하기에 /모든게 불투명해진 내 미래 /꼭 돌아올거라는 기대 /바보 같다는 걸 알지만 내마음은 그래 //애타는 나의 이 진심이 /저 하늘 새하얀 구름이 되어 /네게 전할 수만 있다면 /영원토록 널 기다리리 //그 기다림이 너무 힘들어 /아무리 날 지치게해도 /널 향한 끝없는 내 사랑 /다음 세상까지 영원하리 //내겐 오직 너 하나뿐인데 (내겐 너?하나뿐인데) /나 죽어도 너 밖에 없는데 (너 밖에 없는데) /이런 날 두고 가야하는 건지 /Tell me why why baby //많은 걸 바라지도 않는데 (바란적 없는데) /그저 곁에만 있어주면 돼 예-/이런 날 두고 떠나야만 하니 /Tell me why why /I just can`t live without you //내겐 오직 너 하나뿐인데 /나 죽어도 너 밖에 없는데 /이런 날 두고 가야하는 건지 /Tell me why why baby //많은 걸 바라지도 않은데 /그저 곁에만 있어주면 돼 /이런 날 두고 떠나야만 하니 /Tell me why why /I just can`t live without you //live without you..live without you /I guess have to live without you -/,sadness
Tell Me Now,너 없이도 나는 괜찮다고 /너 없이도 나는 잘지내고 /가끔은 친구를 만나  /술한잔에 웃기도 해 /혼자라서 편한것도 많아 /일부러 꾸밀일 없고 너의  /전화 기다릴 일도 없고 /너 때문에 아플일 없고 /Day by day the time  /go by bye /왜 그럴수록 니가 생각  /나는지 Baby /이별해도 끝이 아닌가봐 /아파해도 끝이 아닌가봐 /니가 남긴 지독한 추억이  /이렇게도 질긴줄 몰랐어 /지금 당장 네게 전화 걸까 /지금 당장 만나자고 할까 /어떡해 나는 어떡해 /니가 돌아 올수 없는데  /미칠것 같은데 어떻게 해  /Tell me now Tell me now  /Day by day the time  /go by bye /왜 그럴수록 니가 생각  /나는지 Baby /이별해도 끝이 아닌가봐 /아파해도 끝이 아닌가봐 /니가 남긴 지독한 추억이  /이렇게도 질긴줄 몰랐어 /지금 당장 네게 전화 걸까 /지금 당장 만나자고 할까 /어떡해 나는 어떡해 /You 지독한 사랑아  /You 나를 괴롭히고 /You 사랑해도 이별해도  /아프게해 /Just tell me now /tell me now /I can hold you /Tell me now 아냐/이별해도 끝이 아닌가봐/아파해도 끝이 아닌가봐 /어떡해 나는 어떡해/니가 돌아올 수 없는데 /미칠것 같은데 어떻게 해 /Tell me now Tell me now/,sadness
남자는 모른다,한 번만 더 생각해요 /그댄 너무 조급한 사람이죠 /지금보다 숨 가쁜 기억마저도 /우린 견뎠으니까 /괜찮아요 그냥 이해할께요 /헤어지는 일이 그렇게 쉬운 일은 아니죠 /사랑하다 가끔은 이런 일도 있어요 /돌아보면 추억이죠 / /나는 사랑에 미치고 /그댄 사랑에 지쳐서 /좋은 추억도 이별 앞에 다 거짓말 같죠 /술에 취해도 못 참고 /참을 수 없이 후회되면 돌아와요 /항상 나는 여기 있을께요 / /행복해서 고마워서 /나 조차도 잠시 잊고 살았죠 /남자들은 이해 못할 눈물까지 /모두 안고 살았죠 / 괜찮아요 사랑하면 참아야하죠 /바보처럼 보여도 이런 내가 편해요 /자존심 쯤 버려도 무시할 사람 없죠 /둘만 아는 일이에요 / /나는 사랑에 미치고 /그댄 사랑에 지쳐서 /좋은 추억도 이별 앞에 다 거짓말 같죠 /술에 취해도 못참고 /참을 수 없이 후회되면 돌아와요 /항상 나는 여기 있을께요 / /세상 끝나도록 다 줄 것처럼 날 속여놓고 /눈먼 그 사랑을 다 믿은 내가 참 한심해요 /사랑하나 믿고 살고 사랑땜에 무너지는 /바보같지만 그 사랑밖엔 할 줄 몰라요 /언제쯤이면 이런 날 미안해하며 /돌아와 안아줄까요 /벌써 그냥 아는 여자인가요,sadness
비슷해,멍하니 TV만 바라 봐/뒤바껴버린 내 낮과 밤/지금이 몇 신지 오늘이 며칠인지/시간은 날 두고 흘러 가/너처럼 날 두고 떠나 가/이별한 뒤엔 내 삶은/The end/떠났어 슬프지만/true story/새까만 이별 앞에 이젠 외톨이/겉으론 우린 완벽했던 커플/속은 살짝 건드려도/터져버릴 bubble/Pop 소리 없이 사라져/곁에 없다 해도/너만 사랑하겠지만/If our love was ever wrong /I don't wanna be right/요즘 너 뭐해/가끔은 내 생각하니/가끔은 내 걱정하니/Day by day/너도 나처럼 아프니/요즘 난 매일/너와 걷던 거릴 걸어/또 너와 듣던 노랠 들어/Day by day/나의 하루는 비슷해 Girl/우우우 우우 Girl/우우우 우우 Girl/Girl I just wanna/touch feel love again/우우우 우우 Girl/우우우 우우 Girl/Girl I just wanna/touch feel love again/오늘도 무의미한 하루가/시계소리에 묻혀 감정 없이 흘러가/시선은 바쁘게/움직이는 사람들을 따라가/그 그림자를 밟다보면/니가 있을까/지금 이순간 낙서가 된/우리 추억은 커/지우려 할수록/그리움만이 번져가 더/지웠던 너의 번호를/자연스럽게 다시 눌러/너의 집 앞에서/멈춘 발걸음 난 길을 잃어/요즘 너 뭐해/가끔은 내 생각하니/가끔은 내 걱정하니/Day by day/너도 나처럼 아프니/요즘 난 매일/너와 걷던 거릴 걸어/또 너와 듣던 노랠 들어/Day by day /나의 하루는 비슷해 Girl/하루에도 수천 번/문자를 썼다 지웠다/하루 종일 고민해/전화를 걸까 말까/하루에도 수천 번/문자를 썼다 지웠다/하루 종일 헤매여/난 너라는 빛을 잃어/또 길을 잃어/난 길을 잃어 길을 잃어/너도 나처럼 아프니/요즘 난 매일/너와 걷던 거릴 걸어/또 너와 듣던 노랠 들어/Day by day/나의 하루는 비슷해 Girl/우우우 우우 Girl/우우우 우우 Girl/Girl I just wanna/touch feel love again/우우우 우우 Girl/우우우 우우 Girl/Girl I just wanna/touch feel love again/,sadness
잘가요 내사랑,안녕 잘 지내니/귀엽던 니 얼굴은 예전과 같은지/조금 늦은 안부/늦은 이별을 담아 쓴다/뜬금없이 웬 편지냐고  /묻진 않을지/메시지 미니 홈피 흔한데 굳이/펜을 드는 건 혹시나/내 맘 다 못 전할까봐/다른 방법으론/역시나 안 될 거 같아/힘겹더라 많이 사랑했던 터라/뭐 하나 하나/내 뜻대로 되는 게 없더라/그만 널 괴롭혀라/스스로 다짐하고/죽은 듯 기다려도/니가 오는 건 아니더라/잘가요 내 사랑/이젠 보내줄게요/기억 추억 모두 잊을게요/지우고 지워서 사랑 한 점도/비워 낼게요 내 맘에서/한 번 단 한번만 널/다시 보게 되면 얼마나 좋을까/이런 더딘 미련/눈물도 모두 지우련다/몸이 멀어지면/마음도 멀어진단 말/하나도 내겐 소용 없더라/다 거짓말/하루 하루 갈수록 초췌해지는/내가 안쓰러 돌아갈 순 없을까/매일을 물어 내게 스스로/애타는 내 맘을/쥐어짜내 소리쳐 봤자/네겐 들리지가 않는다/추억의 끝에서야/이별을 깨달은 후에야/내 맘에서 널 보낸다 안녕/잘가요 내 사랑/이젠 보내줄게요/기억 추억 모두 잊을게요/지우고 지워서 사랑 한 점도/비워 낼게요 내 맘에서/더 시간이 지나면/너를 잊을 줄 알았는데/다시 또 다시 내 맘속에 찾아와/안돼요 내 사랑 보낼 수가 없네요/그댈 그댈 잊어야 하는데/지우고 지워도 내겐/또 그대 뿐인가봐요/미안해요/,sadness
그 남자 그 여자 (Feat. 장혜진),혹시 니가 다시 돌아올까봐 /다른 사랑 절대 못해 /남잘 울렸으면 책임져야지 /니가 뭘 알아 남자의 마음을 /모든걸 다 주니까/떠난다는 그 여자 /내 전부를 다 가져간 그 여자 /한때는 내가 정말/사랑했던 그 여자 /다 믿었었어 바보같이 /여자는 다 똑같나봐 /혹시 니가 다시 돌아올까봐 /다른 사랑 절대 못해 /여잘 울렸으면 책임져야지 /니가 뭘 알아 여자의 마음을 /모든걸 다 주니까/떠난다는 그 남자 /내 전부를 다 가져간 그 남자 /한때는 내가 정말/사랑했던 그 남자 /다 믿었었어 바보같이 /남자는 다 똑같나봐 /우린 미치도록 사랑했었지 /우린 미치도록 사랑했었지/모든걸 다 주니까/떠난다는 그 남자 /내 마음하나 몰라주는 그 남자 /한때는 내가 정말/사랑했던 그 남자 /다 믿었었어 바보같이 /그땐 사랑이 이별인줄 모르고 /그런줄도 모르고/다 믿었었어 우리둘이/,sadness
